1;Kabupaten Asmat;1;Agats;1;Asuwetsi;Waspada
;Kabupaten Asmat;;Agats;12;Suwuru;Aman
;Kabupaten Asmat;;Akat;2;Menepsimmi;Aman
;Kabupaten Asmat;;Pantai Kasuari;3;Saramait;Aman
;Kabupaten Asmat;;Kolf Braza;2;Piribanak;Aman
;Kabupaten Asmat;;Pulau Tiga;7;Euroko;Aman
;Kabupaten Asmat;;Kopay;5;Kaipon;Aman
;Kabupaten Asmat;17;Siters;1;Yaosakor;Aman
;Kabupaten Asmat;;Siters;2;Damen;Aman
;Kabupaten Asmat;;Siters;3;Biwar Darat;Aman
;Kabupaten Asmat;;Siters;4;Kaimo;Aman
;Kabupaten Asmat;;Siters;5;Awok;Aman
;Kabupaten Asmat;;Siters;6;Fos;Aman
;Kabupaten Asmat;;Siters;7;Waganu;Aman
;Kabupaten Asmat;;Siters;8;Sakor;Aman
2;Kabupaten Biak Numfor;1;Biak Kota;1;Bosnik Raya;Waspada
;Kabupaten Biak Numfor;;Biak Kota;9;Swaipodibo;Aman
;Kabupaten Biak Numfor;;Biak Kota;19;Manggaandisapi;Aman
;Kabupaten Biak Numfor;2;Biak Utara;1;sarwon;Siaga
;Kabupaten Biak Numfor;;Numfor Barat;12;Pom Sup;Aman
;Kabupaten Biak Numfor;;Numfor Timur;5;Yenmaru;Aman
;Kabupaten Biak Numfor;;Biak Barat;5;Amponbukor;Aman
;Kabupaten Biak Numfor;;Yendidori;7;Maobaken;Aman
;Kabupaten Biak Numfor;;Yendidori;12;Rarpimbo;Aman
;Kabupaten Biak Numfor;;Yendidori;16;Amyabenram;Aman
;Kabupaten Biak Numfor;;Yendidori;18;Binteri;Aman
;Kabupaten Biak Numfor;;Samofa;12;Anjarew;Aman
;Kabupaten Biak Numfor;11;Yawosi1;1;Asur;Aman
;Kabupaten Biak Numfor;;Yawosi1;2;Bosnabraidi;Aman
;Kabupaten Biak Numfor;;Yawosi1;3;Wasori;Aman
;Kabupaten Biak Numfor;;Yawosi1;4;Syor;Aman
;Kabupaten Biak Numfor;;Yawosi1;5;Karmon;Aman
;Kabupaten Biak Numfor;;Yawosi1;6;Fanindi;Aman
;Kabupaten Biak Numfor;;Yawosi1;7;Madirai;Aman
;Kabupaten Biak Numfor;;Yawosi1;8;Indawi;Aman
;Kabupaten Biak Numfor;;Andey;4;Wonakbraidi;Aman
;Kabupaten Biak Numfor;;Swandiwe;2;Mendenderi;Aman
;Kabupaten Biak Numfor;;Swandiwe;12;Orkolori;Aman
;Kabupaten Biak Numfor;;Poiru;2;Syoribu;Aman
;Kabupaten Biak Numfor;;Poiru;8;Serdori;Aman
;Kabupaten Biak Numfor;;Poiru;9;Koryakan;Aman
;Kabupaten Biak Numfor;17;Aimando Padaido;1;Mias Mangguandi;Aman
;Kabupaten Biak Numfor;;Aimando Padaido;9;Sasarari;Aman
;Kabupaten Biak Numfor;18;Oridek;1;OpiREF;Aman
;Kabupaten Biak Numfor;;Oridek;3;Sawai;Aman
;Kabupaten Biak Numfor;;Oridek;12;Sauribru;Aman
;Kabupaten Biak Numfor;;Bondifuar;5;Sansudi;Aman
;Kabupaten Boven Digoel;3;Waropko;1;Waropko;Aman
;Kabupaten Boven Digoel;;Waropko;2;Winikit;Aman
;Kabupaten Boven Digoel;;Waropko;4;Jatetkun;Aman
;Kabupaten Boven Digoel;;Waropko;8;Upkin;Aman
;Kabupaten Boven Digoel;5;jair;1;genteteri;Aman
;Kabupaten Boven Digoel;;Bomakia;2;Bomkia II;Siaga
;Kabupaten Boven Digoel;;Subur;3;Weghai;Aman
;Kabupaten Boven Digoel;;Ninati;2;Upyatetko;Aman
;Kabupaten Boven Digoel;20;Kawagit;1;Wenggom;Aman
4;Kabupaten Deiyai;1;Tigi;1;Wanghete I;Aman
;Kabupaten Deiyai;;Tigi;16;Ikiyamo;Aman
;Kabupaten Deiyai;;Tigi Timur;14;Idayolagi;Aman
;Kabupaten Deiyai;;Tigi Barat;12;Widmei;Aman
;Kabupaten Dogiyai;;Piyaiye;6;Egipe;Aman
;Kabupaten Dogiyai;;Piyaiye;8;Tipaugi;Aman
;Kabupaten Dogiyai;5;Sukai Selatan;1;Unito;Aman
;Kabupaten Dogiyai;;Sukai Selatan;2;Sukikai;Aman
;Kabupaten Dogiyai;;Sukai Selatan;3;Iyaro;Aman
;Kabupaten Dogiyai;;Sukai Selatan;4;Wigoumakida;Aman
;Kabupaten Dogiyai;;Kamu Selatan;7;Bogoyo Teugi;Aman
;Kabupaten Dogiyai;;Kamu Selatan;11;Upikagouda;Aman
;Kabupaten Dogiyai;;Kamu Timur;6;Bonauwo;Aman
;Kabupaten Dogiyai;;Mapia Tengah;3;Putapa;Aman
;Kabupaten Dogiyai;;Mapia Tengah;7;Timopa;Aman
;Kabupaten Dogiyai;;Mapia Tengah;10;Magaikebo;Aman
;Kabupaten Intan Jaya;;Homeyo;4;Degesipa;Aman
;Kabupaten Jayapura;;Sentani;6;Ifele;Aman
;Kabupaten Jayapura;;Depapre;2;Etiyebo;Aman
;Kabupaten Jayapura;;Depapre;4;Tablesupa;Aman
;Kabupaten Jayapura;;Depapre;8;Doremena;Aman
;Kabupaten Jayapura;;Sentani Barat;5;Sabron Yaru;Siaga
;Kabupaten Jayapura;;Kemtuk;10;Skoam;Aman
;Kabupaten Jayapura;;Nimbokrang;2;Benyon Jaya I;Aman
;Kabupaten Jayapura;;Nimbokrang;3;Benyon Jaya II;Aman
;Kabupaten Jayapura;;Nimbokrang;4;Berap;Aman
;Kabupaten Jayapura;;Demta;3;Youngapsa;Aman
;Kabupaten Jayapura;14;Nambulong;1;Sarmai Atas;Aman
;Kabupaten Jayapura;;Nambulong;2;Sarmai Bawah;Aman
;Kabupaten Jayapura;;Nambulong;3;Sanggai;Aman
;Kabupaten Jayapura;;Nambulong;4;Yakasib;Aman
;Kabupaten Jayapura;;Nambulong;5;Besum;Aman
;Kabupaten Jayapura;;Nambulong;6;Imestum;Aman
;Kabupaten Jayapura;;Nambulong;7;Karya Bumi;Aman
;Kabupaten Jayapura;;Nambulong;8;Hanggaiy Hamong;Aman
;Kabupaten Jayapura;;Nambulong;9;Sumbe;Aman
;Kabupaten Jayapura;15;Yapsai;1;Tabbeyan;Aman
;Kabupaten Jayapura;;Yapsai;2;Kwarja;Aman
;Kabupaten Jayapura;;Yapsai;3;Ongan Jaya;Aman
;Kabupaten Jayapura;;Yapsai;4;Bumi Sahaja;Aman
;Kabupaten Jayapura;;Yapsai;5;Nawa Mulya;Aman
;Kabupaten Jayapura;;Yapsai;6;Nawa Mukti;Aman
;Kabupaten Jayapura;;Yapsai;7;Taqwa Bangun;Aman
;Kabupaten Jayapura;;Yapsai;8;Purnama Jati;Aman
;Kabupaten Jayapura;;Yapsai;9;Bundru;Aman
;Kabupaten Jayapura;;Gresi Selatan;2;Imon;Aman
;Kabupaten Jayapura;;Gresi Selatan;3;Klasu;Aman
;Kabupaten Jayapura;;Yokari;4;Burseryo;Aman
;Kabupaten Jayawijaya;;Hubikosi;4;Maegama;Aman
;Kabupaten Jayawijaya;;Musatfak;5;Hamui;Aman
;Kabupaten Jayawijaya;;Pelebaga;4;Waukailapok;Aman
;Kabupaten Jayawijaya;16;Hubikiak;1;Hubikiak;Aman
