1;KOTA MATARAM;1;ampenan;1;Ampenan Selatan;SIAGA
;KOTA MATARAM;;ampenan;2;Ampenan Tengah;WASPADA
;KOTA MATARAM;;ampenan;3;Ampenan Utara;SIAGA
;KOTA MATARAM;;ampenan;4;Banjar;SIAGA
;KOTA MATARAM;;ampenan;5;Bintaro;SIAGA
;KOTA MATARAM;;ampenan;6;Dayan Peken;SIAGA
;KOTA MATARAM;;ampenan;7;Kebun Sari (Kebunsari);SIAGA
;KOTA MATARAM;;ampenan;8;Pajarakan Karya;SIAGA
;KOTA MATARAM;;ampenan;9;Pejeruk;SIAGA
;KOTA MATARAM;;ampenan;10;Taman Sari (Tamansari);SIAGA
;KOTA MATARAM;2;selaparang;11;Dasan Agung;BAHAYA
;KOTA MATARAM;;selaparang;12;Dasan Agung Baru;WASPADA
;KOTA MATARAM;;selaparang;13;Gomong;WASPADA
;KOTA MATARAM;;selaparang;14;Karang Baru;SIAGA
;KOTA MATARAM;;selaparang;15;Mataram Barat;SIAGA
;KOTA MATARAM;;selaparang;16;Monjok;SIAGA
;KOTA MATARAM;;selaparang;17;Monjok Barat;SIAGA
;KOTA MATARAM;;selaparang;18;Monjok Timur;SIAGA
;KOTA MATARAM;;selaparang;19;Rembiga;SIAGA
;KOTA MATARAM;3;sekarbela;20;Jempong Baru (Jempang Baru);SIAGA
;KOTA MATARAM;;sekarbela;21;Karang Pule;SIAGA
;KOTA MATARAM;;sekarbela;22;Kekalik Jaya;SIAGA
;KOTA MATARAM;;sekarbela;23;Tanjung Karang;SIAGA
;KOTA MATARAM;;sekarbela;24;Tanjung Karang Permai;SIAGA
;KOTA MATARAM;4;sandubaya;25;Abian Tubuh Baru;WASPADA
;KOTA MATARAM;;sandubaya;26;Babakan;SIAGA
;KOTA MATARAM;;sandubaya;27;Bertais;SIAGA
;KOTA MATARAM;;sandubaya;28;Dasan Cermen;SIAGA
;KOTA MATARAM;;sandubaya;29;Mandalika;SIAGA
;KOTA MATARAM;;sandubaya;30;Selagalas;SIAGA
;KOTA MATARAM;;sandubaya;31;Turida;SIAGA
;KOTA MATARAM;5;mataram;32;Mataram Timur;SIAGA
;KOTA MATARAM;;mataram;33;Pagesangan;SIAGA
;KOTA MATARAM;;mataram;34;Pagesangan Barat;SIAGA
;KOTA MATARAM;;mataram;35;Pagesangan Timur;SIAGA
;KOTA MATARAM;;mataram;36;Pagutan;SIAGA
;KOTA MATARAM;;mataram;37;Pagutan Barat;SIAGA
;KOTA MATARAM;;mataram;38;Pagutan Timur;WASPADA
;KOTA MATARAM;;mataram;39;Pejanggik;SIAGA
;KOTA MATARAM;;mataram;40;Punia;SIAGA
;KOTA MATARAM;6;cakranegara;41;Cakranegara Barat;WASPADA
;KOTA MATARAM;;cakranegara;42;Cakranegara Selatan;WASPADA
;KOTA MATARAM;;cakranegara;43;Cakranegara Selatan Baru;WASPADA
;KOTA MATARAM;;cakranegara;44;Cakranegara Timur;WASPADA
;KOTA MATARAM;;cakranegara;45;Cakranegara Utara;WASPADA
;KOTA MATARAM;;cakranegara;46;Cilinaya;SIAGA
;KOTA MATARAM;;cakranegara;47;Karang Taliwang;BAHAYA
;KOTA MATARAM;;cakranegara;48;Mayura;SIAGA
;KOTA MATARAM;;cakranegara;49;Sapta Marga;SIAGA
;KOTA MATARAM;;cakranegara;50;Sayang Sayang;SIAGA
2;KAB. LOMBOK BARAT;1;gerung;51;Babussalam;SIAGA
;KAB. LOMBOK BARAT;;gerung;52;Banyu Urip;SIAGA
;KAB. LOMBOK BARAT;;gerung;53;Beleke;SIAGA
;KAB. LOMBOK BARAT;;gerung;54;Dasan Geres;SIAGA
;KAB. LOMBOK BARAT;;gerung;55;Dasan Tapen;WASPADA
;KAB. LOMBOK BARAT;;gerung;56;Gapuk;AMAN
;KAB. LOMBOK BARAT;;gerung;57;Gerung Selatan;SIAGA
;KAB. LOMBOK BARAT;;gerung;58;Gerung Utara;SIAGA
