; Lebak;;Banjarsari;5; Cilegong Ilir;Aman;Aman;Aman
; Lebak;;Banjarsari;9; Jalupang Girang;Aman;Aman;Aman
; Lebak;;Cibadak;44; Bojongleles ;Siaga;Siaga;Siaga
; Lebak;;Cibeber;73; Sinargalih;Aman;Aman;Aman
; Lebak;6;Cigemblong;78; Cibungur ;Aman;Aman;Aman
; Lebak;;Cigemblong;79; Cigemblong ;Aman;Aman;Aman
; Lebak;;Cigemblong;80; Cikadongdong ;Aman;Aman;Aman
; Lebak;;Cigemblong;81; Cikaret ;Aman;Aman;Aman
; Lebak;;Cigemblong;82; Cikate ;Aman;Aman;Aman
; Lebak;;Cigemblong;83; Mugijaya ;Aman;Aman;Aman
; Lebak;;Cigemblong;84; Peucangpari ;Aman;Aman;Aman
; Lebak;;Cigemblong;85; Wangunjaya ;Aman;Aman;Aman
; Lebak;;Cihara;89; Citepuseun;Aman;Aman;Aman
; Lebak;;Cihara;91; Lebak Peundeuy;Aman;Aman;Aman
; Lebak;;Cijaku;100; Cimega;Aman;Aman;Aman
; Lebak;;Cikulur;118; Taman Jaya;Aman;Aman;Aman
; Lebak;;Cimarga;143; Gunung Anten;Aman;Aman;Aman
; Lebak;;Cimarga;153; Sangiang Jaya;Aman;Aman;Aman
; Lebak;;Cipanas;169; Talagahiang;Siaga;Siaga;Siaga
; Lebak;;Cirinten;180; Nangerang;Aman;Aman;Aman
; Lebak;15;Curugbitung;182; Candi;Aman;Aman;Aman
; Lebak;;Curugbitung;183; Ciburuy;Aman;Aman;Aman
; Lebak;;Curugbitung;184; Cidadap;Aman;Aman;Aman
; Lebak;;Curugbitung;185; Cilayang;Siaga;Siaga;Siaga
; Lebak;;Curugbitung;186; Cipining;Aman;Aman;Aman
; Lebak;;Curugbitung;187; Curugbitung;Aman;Aman;Aman
; Lebak;;Curugbitung;188; Guradog;Aman;Aman;Aman
; Lebak;;Curugbitung;189; Lebak Asih;Siaga;Siaga;Siaga
; Lebak;;Curugbitung;190; Mayak;Aman;Aman;Aman
; Lebak;;Curugbitung;191; Sekarwangi;Aman;Aman;Aman
; Lebak;17;Kalang Anyar;204; Aweh;Aman;Aman;Aman
; Lebak;;Kalang Anyar;205; Cikatapis;Siaga;Siaga;Siaga
; Lebak;;Kalang Anyar;206; Cilangkap;Aman;Aman;Aman
; Lebak;;Kalang Anyar;207; Kalang anyar;Aman;Aman;Aman
; Lebak;;Kalang Anyar;208; Pasirkupa;Aman;Aman;Aman
; Lebak;;Kalang Anyar;209; Sangiang Tanjung;Aman;Aman;Aman
; Lebak;;Kalang Anyar;210; Sukamekarsari;Siaga;Siaga;Siaga
; Lebak;18;Lebak Gedong;211; Banjar Irigasi;Aman;Aman;Aman
; Lebak;;Lebak Gedong;212; Banjarsari;Aman;Aman;Aman
; Lebak;;Lebak Gedong;213; Ciladaeun;Aman;Aman;Aman
; Lebak;;Lebak Gedong;214; Lebakgedong;Aman;Aman;Aman
; Lebak;;Lebak Gedong;215; Lebaksangka;Aman;Aman;Aman
; Lebak;;Lebak Gedong;216; Lebaksitu;Aman;Aman;Aman
; Lebak;;Leuwidamar;221; Jalupang Mulya;Aman;Aman;Aman
; Lebak;;Leuwidamar;223; Lebak Parahiang;Aman;Aman;Aman
; Lebak;;Maja;232; Curug Badak;Aman;Aman;Aman
; Lebak;;Maja;233; Gubugcibeureum;Aman;Aman;Aman
