;KEPULAUANTANIMBAR;;Yaru;1000;Awear;Aman;Aman;
;KEPULAUANTANIMBAR;;Yaru;1001;Romean;Aman;Aman;
;KEPULAUANTANIMBAR;;Yaru;1002;Rumngeur;Aman;Aman;
;KEPULAUANTANIMBAR;;Yaru;1003;Sofyanin;Aman;Aman;
;KEPULAUANTANIMBAR;;Yaru;1004;Walerang;Aman;Aman;
;KEPULAUANTANIMBAR;7;Wuarlabobar;1005;Abat;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1006;Adomolo;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1007;Awear Rumngeur;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1008;Karatat;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1009;Kilon;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1010;Labobar;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1011;Nurkat;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1012;Tutunametal;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1013;Wadankou;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1014;Watmasa;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1015;Wulmasa;Aman;Aman;
;KEPULAUANTANIMBAR;;Wuarlabobar;1016;Wunlah;Aman;Aman;
;KEPULAUANTANIMBAR;8;Kormomolin;1017;Alusi Batjas;Aman;Aman;
;KEPULAUANTANIMBAR;;Kormomolin;1018;Alusi Bukyalin;Aman;Aman;
;KEPULAUANTANIMBAR;;Kormomolin;1019;Alusi kelaan;Aman;Aman;
;KEPULAUANTANIMBAR;;Kormomolin;1020;Alusi Krawain;Aman;Aman;
;KEPULAUANTANIMBAR;;Kormomolin;1021;Alusi Tamrian;Aman;Aman;
;KEPULAUANTANIMBAR;;Kormomolin;1022;Kilmasa;Aman;Aman;
;KEPULAUANTANIMBAR;;Kormomolin;1023;Lorwembun;Aman;Aman;
;KEPULAUANTANIMBAR;;Kormomolin;1024;Lumasebu;Aman;Aman;
;KEPULAUANTANIMBAR;;Kormomolin;1025;Meyano Raya;Aman;Aman;
;KEPULAUANTANIMBAR;9;Nirunmas;1026;Arma;Aman;Aman;
;KEPULAUANTANIMBAR;;Nirunmas;1027;Manglusi;Aman;Aman;
;KEPULAUANTANIMBAR;;Nirunmas;1028;Tutukembong;Aman;Aman;
;KEPULAUANTANIMBAR;;Nirunmas;1029;Watmuri;Aman;Aman;
;KEPULAUANTANIMBAR;;Nirunmas;1030;Waturu;Aman;Aman;
;KEPULAUANTANIMBAR;10;Molu Maru;1031;Adodo Molu;Aman;Aman;
;KEPULAUANTANIMBAR;;Molu Maru;1032;Nurkat;Aman;Aman;
;KEPULAUANTANIMBAR;;Molu Maru;1033;Tutunametal;Aman;Aman;
;KEPULAUANTANIMBAR;;Molu Maru;1034;Wadankou;Aman;Aman;
;KEPULAUANTANIMBAR;;Molu Maru;1035;Wulmasa;Aman;Aman;
;MALUKU BARAT DAYA;;Pulau-Pulau Babar;1066;Sinarusi;Aman;Aman;
;MALUKU BARAT DAYA;;Wetar;1083;Tolemar;Aman;Aman;
;MALUKU BARAT DAYA;;Wetar;1085;Hiai;Aman;Aman;
;MALUKU BARAT DAYA;;Pulau Masela;1112;Uilbutung;Aman;Aman;
;MALUKU BARAT DAYA;;Dawelor Dawera;1120;Wairatan;Aman;Aman;
;MALUKU BARAT DAYA;;Dawelor Dawera;1121;Watuwey;Aman;Aman;
;MALUKU BARAT DAYA;;Pulau Wetang;1125;Pota Besar Pota Kecil;Aman;Aman;
;MALUKU BARAT DAYA;;Pulau Wetang;1126;Rumalewang Besar;Aman;Aman;
;MALUKU BARAT DAYA;;Pulau Wetang;1127;Rumalewang Kecil;Aman;Aman;
;MALUKU BARAT DAYA;;Pulau Wetang;1128;Upupun;Aman;Aman;
;MALUKU BARAT DAYA;;Pulau Lakor;1132;Lolotwara;Aman;Aman;
;MALUKU BARAT DAYA;;Pulau Lakor;1133;Letode;Aman;Aman;
;MALUKU BARAT DAYA;;Wetar Timur;1149;Kahilim;Aman;Aman;
