;TUAL;;Pulau-pulau Kur;691;_;Aman;Aman;
;TUAL;;Kur Selatan;694;Niela (Mangur Niela);Aman;Aman;
;TUAL;;Kur Selatan;695;Rumoin (Romoin);Aman;Aman;
;TUAL;;Kur Selatan;696;Tiflen (Tiflean);Aman;Aman;
7;KEP.ARU;1;P.P.Aru;699;Galai;Aman;Aman;
;KEP.ARU;;P.P.Aru;700;Dubu;Aman;Aman;
;KEP.ARU;;P.P.Aru;701;Siwa Lima;Aman;Aman;
;KEP.ARU;;P.P.Aru;702;Durjela;Aman;Aman;
;KEP.ARU;;P.P.Aru;703;Gorar;Aman;Aman;
;KEP.ARU;;P.P.Aru;704;Jabulenga;Aman;Aman;
;KEP.ARU;;P.P.Aru;705;Karangguli;Aman;Aman;
;KEP.ARU;;P.P.Aru;706;Kobraur;Aman;Aman;
;KEP.ARU;;P.P.Aru;707;Lau-lau;Aman;Aman;
;KEP.ARU;;P.P.Aru;708;Nafar;Aman;Aman;
;KEP.ARU;;P.P.Aru;709;Samang;Aman;Aman;
;KEP.ARU;;P.P.Aru;710;Tunguwatu;Aman;Aman;
;KEP.ARU;;P.P.Aru;711;Ujir;Aman;Aman;
;KEP.ARU;;P.P.Aru;712;Wangel;Aman;Aman;
;KEP.ARU;;P.P.Aru;713;Wokam;Aman;Aman;
;KEP.ARU;2;Aru Selatan;714;Doka Barat;Aman;Aman;
;KEP.ARU;;Aru Selatan;715;Doka Timur;Aman;Aman;
;KEP.ARU;;Aru Selatan;716;Fatural;Aman;Aman;
;KEP.ARU;;Aru Selatan;717;Feruni;Aman;Aman;
;KEP.ARU;;Aru Selatan;718;Gaimar;Aman;Aman;
;KEP.ARU;;Aru Selatan;719;Jelia;Aman;Aman;
;KEP.ARU;;Aru Selatan;720;Jerol;Aman;Aman;
;KEP.ARU;;Aru Selatan;721;Kabalukin;Aman;Aman;
;KEP.ARU;;Aru Selatan;722;Kalar-kalar;Aman;Aman;
;KEP.ARU;;Aru Selatan;723;Laininir;Aman;Aman;
;KEP.ARU;;Aru Selatan;724;Lor-Lor;Aman;Aman;
;KEP.ARU;;Aru Selatan;725;Marfenfen;Aman;Aman;
;KEP.ARU;;Aru Selatan;726;Ngaibor;Aman;Aman;
;KEP.ARU;;Aru Selatan;727;Ngaiguli;Aman;Aman;
;KEP.ARU;;Aru Selatan;728;Popjetur;Aman;Aman;
;KEP.ARU;3;Aru Tengah;729;Algadang;Aman;Aman;
;KEP.ARU;;Aru Tengah;730;Benjina;Aman;Aman;
;KEP.ARU;;Aru Tengah;731;Fatlabata;Aman;Aman;
;KEP.ARU;;Aru Tengah;732;Gardakau;Aman;Aman;
;KEP.ARU;;Aru Tengah;733;Gulili;Aman;Aman;
;KEP.ARU;;Aru Tengah;734;Irloy;Aman;Aman;
;KEP.ARU;;Aru Tengah;735;Jirlay;Aman;Aman;
;KEP.ARU;;Aru Tengah;736;Kobadangar;Aman;Aman;
;KEP.ARU;;Aru Tengah;737;Kobasel Fara;Aman;Aman;
;KEP.ARU;;Aru Tengah;738;Kobasel Timur;Aman;Aman;
;KEP.ARU;;Aru Tengah;739;Kwarbola;Aman;Aman;
;KEP.ARU;;Aru Tengah;740;Lorang;Aman;Aman;
;KEP.ARU;;Aru Tengah;741;Maijuring;Aman;Aman;
;KEP.ARU;;Aru Tengah;742;Manjau;Aman;Aman;
;KEP.ARU;;Aru Tengah;743;Maririmar;Aman;Aman;
;KEP.ARU;;Aru Tengah;744;Murai;Aman;Aman;
;KEP.ARU;;Aru Tengah;745;Namara;Aman;Aman;
;KEP.ARU;;Aru Tengah;746;Papakula;Aman;Aman;
;KEP.ARU;;Aru Tengah;747;Selibata-Bata;Aman;Aman;
;KEP.ARU;;Aru Tengah;748;Selilau;Aman;Aman;
;KEP.ARU;4;Aru Utara;749;Foket;Aman;Aman;
;KEP.ARU;;Aru Utara;750;Jerwatu;Aman;Aman;
;KEP.ARU;;Aru Utara;751;Kabufin;Aman;Aman;
;KEP.ARU;;Aru Utara;752;Kaibolafin;Aman;Aman;
;KEP.ARU;;Aru Utara;753;Kolamar;Aman;Aman;
;KEP.ARU;;Aru Utara;754;Marlasi;Aman;Aman;
;KEP.ARU;;Aru Utara;755;Mesidang;Aman;Aman;
;KEP.ARU;;Aru Utara;756;Selmona;Aman;Aman;
;KEP.ARU;;Aru Utara;757;Tasinwaha;Aman;Aman;
;KEP.ARU;;Aru Utara;758;Wangangula-Ngula;Aman;Aman;
;KEP.ARU;;Aru Utara;759;Wahayum;Aman;Aman;
;KEP.ARU;;Aru Utara;760;Warialau;Aman;Aman;
;KEP.ARU;5;Aru Utara Timur Batuley;761;Batuley;Aman;Aman;
;KEP.ARU;;Aru Utara Timur Batuley;762;Benjuring;Aman;Aman;
;KEP.ARU;;Aru Utara Timur Batuley;763;Jursiang;Aman;Aman;
;KEP.ARU;;Aru Utara Timur Batuley;764;kabalsiang;Aman;Aman;
;KEP.ARU;;Aru Utara Timur Batuley;765;Kobamar;Aman;Aman;
;KEP.ARU;;Aru Utara Timur Batuley;766;Kompane;Aman;Aman;
;KEP.ARU;;Aru Utara Timur Batuley;767;Kumul;Aman;Aman;
;KEP.ARU;;Aru Utara Timur Batuley;768;Sewer;Aman;Aman;
;KEP.ARU;;Aru Utara Timur Batuley;769;Waria;Aman;Aman;
;KEP.ARU;6;Sir-Sir;770;Bardevan;Aman;Aman;
;KEP.ARU;;Sir-Sir;771;Goda-Goda;Aman;Aman;
;KEP.ARU;;Sir-Sir;772;Gomsey;Aman;Aman;
;KEP.ARU;;Sir-Sir;773;Kolaha;Aman;Aman;
;KEP.ARU;;Sir-Sir;774;Langhalau;Aman;Aman;
;KEP.ARU;;Sir-Sir;775;Leiting;Aman;Aman;
;KEP.ARU;;Sir-Sir;776;Mohongsel;Aman;Aman;
;KEP.ARU;;Sir-Sir;777;Wafan;Aman;Aman;
;KEP.ARU;;Sir-Sir;778;Waiful;Aman;Aman;
;KEP.ARU;7;Aru Tengah Timur;779;Balatan;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;780;Basada;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;781;Dosinamalu;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;782;Kaiwabar;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;783;Karawai;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;784;Kobror;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;785;Koijabi;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;786;Lola;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;787;Mariri;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;788;Ponom;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;789;Wailay;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;790;Marjukur;Aman;Aman;
;KEP.ARU;;Aru Tengah Timur;791;Warloi;Aman;Aman;
;KEP.ARU;8;Aru Tengah Selatan;792;Apara;Aman;Aman;
;KEP.ARU;;Aru Tengah Selatan;793;Bemun;Aman;Aman;
;KEP.ARU;;Aru Tengah Selatan;794;Gomo-Gomo;Aman;Aman;
;KEP.ARU;;Aru Tengah Selatan;795;Jambu Air;Aman;Aman;
;KEP.ARU;;Aru Tengah Selatan;796;Longgar;Aman;Aman;
;KEP.ARU;;Aru Tengah Selatan;797;Mesiang;Aman;Aman;
;KEP.ARU;;Aru Tengah Selatan;798;Warabal;Aman;Aman;
;KEP.ARU;9;Aru Selatan Utara;799;Erersin;Aman;Aman;
;KEP.ARU;;Aru Selatan Utara;800;Hokmar;Aman;Aman;
;KEP.ARU;;Aru Selatan Utara;801;Juring;Aman;Aman;
;KEP.ARU;;Aru Selatan Utara;802;Lutur;Aman;Aman;
;KEP.ARU;;Aru Selatan Utara;803;Maekor;Aman;Aman;
;KEP.ARU;;Aru Selatan Utara;804;Rebi;Aman;Aman;
;KEP.ARU;;Aru Selatan Utara;805;Tabarfane;Aman;Aman;
8;P.BURU;1;Namlea;806;Batu Boy;Aman;Aman;
;P.BURU;;Namlea;807;Jamilu;Aman;Aman;
;P.BURU;;Namlea;808;Karang Jaya;Aman;Aman;
;P.BURU;;Namlea;809;Lala;Aman;Aman;
;P.BURU;;Namlea;810;Namlea;Aman;Aman;
;P.BURU;;Namlea;811;Sanleko;Aman;Aman;
;P.BURU;;Namlea;812;Siahoni;Aman;Aman;
;P.BURU;2;Air Buaya;813;Air Buaya;Aman;Aman;
;P.BURU;;Air Buaya;814;Awilinan;Aman;Aman;
;P.BURU;;Air Buaya;815;Bara;Aman;Aman;
;P.BURU;;Air Buaya;816;Batlale;Aman;Aman;
;P.BURU;;Air Buaya;817;Kampung Baru;Aman;Aman;
;P.BURU;;Air Buaya;818;Selwadu;Aman;Aman;
;P.BURU;;Air Buaya;819;Tanjung Karang;Aman;Aman;
;P.BURU;;Air Buaya;820;Waimangit;Aman;Aman;
;P.BURU;;Air Buaya;821;Waipure;Aman;Aman;
;P.BURU;;Air Buaya;822;Wasbaka;Aman;Aman;
;P.BURU;3;Waeapo;823;Savana Jaya;Aman;Aman;
;P.BURU;;Waeapo;824;Gogrea;Aman;Aman;
;P.BURU;;Waeapo;825;Waetele;Aman;Aman;
;P.BURU;;Waeapo;826;Waekerta;Aman;Aman;
;P.BURU;;Waeapo;827;Waekasar;Aman;Aman;
;P.BURU;;Waeapo;828;Waenetat;Aman;Aman;
;P.BURU;;Waeapo;829;Wanareja;Aman;Aman;
;P.BURU;4;Waplau;830;Hatawano;Aman;Aman;
;P.BURU;;Waplau;831;Lamahang;Aman;Aman;
;P.BURU;;Waplau;832;Namsina;Aman;Aman;
;P.BURU;;Waplau;833;Samalagi;Aman;Aman;
;P.BURU;;Waplau;834;Skikilale;Aman;Aman;
;P.BURU;;Waplau;835;Waepotih;Aman;Aman;
;P.BURU;;Waplau;836;Waeura;Aman;Aman;
;P.BURU;;Waplau;837;Wailihang;Aman;Aman;
;P.BURU;;Waplau;838;Waplau;Aman;Aman;
;P.BURU;;Waplau;839;Waprea;Aman;Aman;
;P.BURU;5;Batabual;840;Ilath;Aman;Aman;
;P.BURU;;Batabual;841;Batu Jungku;Aman;Aman;
;P.BURU;;Batabual;842;Pela;Aman;Aman;
;P.BURU;;Batabual;843;Waemorat;Aman;Aman;
;P.BURU;;Batabual;844;Seith;Aman;Aman;
;P.BURU;6;Lolong Guba;845;Grandeng;Aman;Aman;
;P.BURU;;Lolong Guba;846;Kubalahin;Aman;Aman;
;P.BURU;;Lolong Guba;847;Lele;Aman;Aman;
;P.BURU;;Lolong Guba;848;Nafrua;Aman;Aman;
;P.BURU;;Lolong Guba;849;Ohilahin;Aman;Aman;
;P.BURU;;Lolong Guba;850;Tifu;Aman;Aman;
;P.BURU;;Lolong Guba;851;Wabloy;Aman;Aman;
;P.BURU;;Lolong Guba;852;Waegeren;Aman;Aman;
;P.BURU;;Lolong Guba;853;Wanakarta;Aman;Aman;
;P.BURU;;Lolong Guba;854;Wapsalit;Aman;Aman;
;P.BURU;7;Waelata;855;Basalale;Aman;Aman;
;P.BURU;;Waelata;856;Dava;Aman;Aman;
;P.BURU;;Waelata;857;Deboway;Aman;Aman;
;P.BURU;8;Fena Leisela;858;Balbalu;Aman;Aman;
;P.BURU;;Fena Leisela;859;Lemanpoli;Aman;Aman;
;P.BURU;;Fena Leisela;860;Raheriat;Aman;Aman;
;P.BURU;;Fena Leisela;861;Waedanga;Aman;Aman;
;P.BURU;;Fena Leisela;862;Waekose;Aman;Aman;
;P.BURU;;Fena Leisela;863;Waelana-lana;Aman;Aman;
;P.BURU;;Fena Leisela;864;Waemite;Aman;Aman;
;P.BURU;;Fena Leisela;865;Waereman;Aman;Aman;
;P.BURU;;Fena Leisela;866;Wainibe;Aman;Aman;
;P.BURU;;Fena Leisela;867;Wamana Baru;Aman;Aman;
;P.BURU;;Fena Leisela;868;Wamlana;Aman;Aman;
;P.BURU;;Fena Leisela;869;Wasi;Aman;Aman;
;P.BURU;;Fena Leisela;870;Waspait;Aman;Aman;
;P.BURU;9;Teluk Kaiely;871;Kaiely;Aman;Aman;
;P.BURU;;Teluk Kaiely;872;Kaki Air;Aman;Aman;
;P.BURU;;Teluk Kaiely;873;Masarete;Aman;Aman;
;P.BURU;;Teluk Kaiely;874;Waelapia;Aman;Aman;
;P.BURU;10;Lilialy;875;Jikumarasa;Aman;Aman;
;P.BURU;;Lilialy;876;Sawa;Aman;Aman;
;P.BURU;;Lilialy;877;Ubung;Aman;Aman;
;P.BURU;;Lilialy;878;Waeperang;Aman;Aman;
;P.BURU;;Lilialy;879;Waimiting;Aman;Aman;
;BURU SELATAN;;Kepala Madan;930;Kepala madan;Aman;Aman;
;BURU SELATAN;5;Leksula;931;Ewiri;Aman;Aman;
;BURU SELATAN;;fena fafan;952;Nasarua;Aman;Aman;
10;KEPULAUANTANIMBAR;1;Tanimbar Selatan;960;Ilngei;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Selatan;961;Kabiarat;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Selatan;962;Latdalam;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Selatan;963;Lauran;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Selatan;964;Lermatang;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Selatan;965;Olilit Raya;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Selatan;966;Saumlaki;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Selatan;967;Sifnana;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Selatan;968;Wowonda;Aman;Aman;
;KEPULAUANTANIMBAR;2;Selaru;969;Adaut;Aman;Aman;
;KEPULAUANTANIMBAR;;Selaru;970;Namtabung;Aman;Aman;
;KEPULAUANTANIMBAR;;Selaru;971;Kandar;Aman;Aman;
;KEPULAUANTANIMBAR;;Selaru;972;Lingat;Aman;Aman;
;KEPULAUANTANIMBAR;;Selaru;973;Werain;Aman;Aman;
;KEPULAUANTANIMBAR;;Selaru;974;Fursui;Aman;Aman;
;KEPULAUANTANIMBAR;3;Wertamrian;975;Amdasa;Aman;Aman;
;KEPULAUANTANIMBAR;;Wertamrian;976;Arui Bab;Aman;Aman;
;KEPULAUANTANIMBAR;;Wertamrian;977;Arui Das;Aman;Aman;
;KEPULAUANTANIMBAR;;Wertamrian;978;Atubul Raya;Aman;Aman;
;KEPULAUANTANIMBAR;;Wertamrian;979;Lorulung;Aman;Aman;
;KEPULAUANTANIMBAR;;Wertamrian;980;Sangliat Dol;Aman;Aman;
;KEPULAUANTANIMBAR;;Wertamrian;981;Sangliat Krawain;Aman;Aman;
;KEPULAUANTANIMBAR;;Wertamrian;982;Tumbur;Aman;Aman;
;KEPULAUANTANIMBAR;4;Wermakatian;983;Batu Putih;Aman;Aman;
;KEPULAUANTANIMBAR;;Wermakatian;984;Kamatubun;Aman;Aman;
;KEPULAUANTANIMBAR;;Wermakatian;985;Makatiang;Aman;Aman;
;KEPULAUANTANIMBAR;;Wermakatian;986;Rumasalut;Aman;Aman;
;KEPULAUANTANIMBAR;;Wermakatian;987;Themin;Aman;Aman;
;KEPULAUANTANIMBAR;;Wermakatian;988;Welutu;Aman;Aman;
;KEPULAUANTANIMBAR;;Wermakatian;989;Weratan;Aman;Aman;
;KEPULAUANTANIMBAR;;Wermakatian;990;Wermatang;Aman;Aman;
;KEPULAUANTANIMBAR;5;Tanimbar Utara;991;Kelaan;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Utara;992;Kaliober;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Utara;993;Lamdesar Barat;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Utara;994;Lamdesar Timur;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Utara;995;Lelingluan;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Utara;996;Ridool;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Utara;997;Ritabel;Aman;Aman;
;KEPULAUANTANIMBAR;;Tanimbar Utara;998;Watidal;Aman;Aman;
;KEPULAUANTANIMBAR;6;Yaru;999;Adodo Fordata;Aman;Aman;
