;Bondowoso;;Binakal;5;JerukSoksok;Aman;Aman;Aman
;Bondowoso;;Binakal;8;Sumber waru;Aman;Aman;Aman
;Bondowoso;;Bondowoso;13;Kota Kulon;Siaga;Siaga;Siaga
;Bondowoso;;Cermee;29;Batu ampar;Aman;Aman;Aman
;Bondowoso;;Cermee;30;Batu salang;Aman;Aman;Aman
;Bondowoso;;Cermee;37;Palalangan;Aman;Aman;Aman
;Bondowoso;;Cermee;38;Ramban Kulon;Aman;Aman;Aman
;Bondowoso;;Cermee;39;Ramban Wetan;Aman;Aman;Aman
;Bondowoso;;Cermee;41;Suling Kulon;Aman;Aman;Aman
;Bondowoso;;Cermee;42;Suling Wetan;Aman;Aman;Aman
;Bondowoso;;Curahdami;49;Panambangan;Aman;Aman;Aman
;Bondowoso;;Curahdami;53;Sumber salak;Aman;Aman;Aman
;Bondowoso;;Curahdami;54;Sumber suko;Aman;Aman;Aman
;Bondowoso;6;Curahdami;55;Dadapan;Aman;Aman;Aman
;Bondowoso;;Curahdami;56;Dawuhan;Aman;Aman;Aman
;Bondowoso;;Curahdami;57;Grujugan Kidul;Siaga;Siaga;Siaga
;Bondowoso;;Curahdami;58;Kabuaran;Aman;Aman;Aman
;Bondowoso;;Curahdami;59;Kejawan;Aman;Aman;Aman
;Bondowoso;;Curahdami;60;Pekauman;Aman;Aman;Aman
;Bondowoso;;Curahdami;61;Sumber Pandan;Aman;Aman;Aman
;Bondowoso;;Curahdami;62;Taman;Waspada;Waspada;Waspada
;Bondowoso;;Curahdami;63;Tegal Mijin;Aman;Aman;Aman
;Bondowoso;;Curahdami;64;Wanisodo;Aman;Aman;Aman
;Bondowoso;;Curahdami;65;Wonosari;Aman;Aman;Aman
;Bondowoso;;Jambesari Darus Sholah;67; Jambe Anom;Aman;Aman;Aman
;Bondowoso;;Jambesari Darus Sholah;68; Jambe Sari;Siaga;Siaga;Siaga
;Bondowoso;;Klabang;77;Karang Anyar;Aman;Aman;Aman
;Bondowoso;;Klabang;78;Karang Sengon;Aman;Aman;Aman
;Bondowoso;;Klabang;83;Sumber Suko;Aman;Aman;Aman
;Bondowoso;;Maesan;91;Pujer Baru;Aman;Aman;Aman
;Bondowoso;;Maesan;94;Sumber Anyar;Bahaya;Bahaya;Bahaya
;Bondowoso;;Maesan;95;Sumber Pakem;Aman;Aman;Aman
;Bondowoso;12;Pujer;113;Alas sumur;Aman;Aman;Aman
;Bondowoso;;Pujer;116;Maskuning Barat;Aman;Aman;Aman
;Bondowoso;;Pujer;117;Maskuning Timur;Aman;Aman;Aman
;Bondowoso;;Pujer;120;Randucangkring;Aman;Aman;Aman
;Bondowoso;;Pujer;122;Sukokerto;Aman;Aman;Aman
;Bondowoso;;Sempol;125;Kali Gedang;Aman;Aman;Aman
;Bondowoso;;Sempol;129;Sumber Rejo;Aman;Aman;Aman
;Bondowoso;16;Taman Krocok;140;Gentong;Aman;Aman;Aman
;Bondowoso;;Taman Krocok;141;Kemuningan;Aman;Aman;Aman
;Bondowoso;;Taman Krocok;142;Kretek;Aman;Aman;Aman
;Bondowoso;;Taman Krocok;143;Paguan;Aman;Aman;Aman
;Bondowoso;;Taman Krocok;144;Sumberkokap;Aman;Aman;Aman
;Bondowoso;;Taman Krocok;145;Taman;Siaga;Siaga;Siaga
;Bondowoso;;Taman Krocok;146Trebungan;Aman;Aman;Aman
;Bondowoso;;Tenggarang;179;Koncer darul Aman; Siaga;Siaga;Siaga
;Bondowoso;;Tenggarang;180;Koncer Kidul; Siaga;Siaga;Siaga
;Bondowoso;;Tenggarang;183;Sumber salam; Aman;Aman;Aman
