;INDRAGIRI HILIR;;BATANG TUAKA;672;SUNGAI RAWA;Aman
;INDRAGIRI HILIR;;GAUNG ANAK SERKA;679;SUNGAI EMPAT;Aman
;INDRAGIRI HILIR;;GAUNG ANAK SERKA;680;TELUK TUASAN;Aman
;INDRAGIRI HILIR;;GAUNG ANAK SERKA;681;SUNGAI ILIRAN;Aman
;INDRAGIRI HILIR;;GAUNG ANAK SERKA;682;TELUK SUNGKA;Aman
;INDRAGIRI HILIR;;GAUNG ANAK SERKA;683;TELUK PANTAIAN;Aman
;INDRAGIRI HILIR;;GAUNG ANAK SERKA;684;TELUK PINANG;Aman
;INDRAGIRI HILIR;;GAUNG ANAK SERKA;689;TANJUNG HARAPAN;Aman
;INDRAGIRI HILIR;14;GAUNG;690;TELUK KABUNG;Aman
;INDRAGIRI HILIR;;GAUNG;695;SUNGAI BARU;Aman
;INDRAGIRI HILIR;;GAUNG;705;TELUK MERBAU;Aman
;INDRAGIRI HILIR;15;MANDAH;706;PULAU CAWAN;Aman
;INDRAGIRI HILIR;;MANDAH;719;SURAYYA MANDIRI;Aman
;INDRAGIRI HILIR;16;KATEMAN;723;SUNGAI SIMBAR;Aman
;INDRAGIRI HILIR;;KATEMAN;726;TAGARAJA;Bahaya
;INDRAGIRI HILIR;;KATEMAN;727;SARI MULYA;Aman
;INDRAGIRI HILIR;;KATEMAN;729;TANJUNG RAJA;Aman
;INDRAGIRI HILIR;;KATEMAN;730;SUNGAI TERITIP;Aman
;INDRAGIRI HILIR;17;PELANGIRAN;734;TANJUNG SIMPANG;Aman
;INDRAGIRI HILIR;;PELANGIRAN;742;TEGAL REJO JAYA;Aman
;INDRAGIRI HILIR;;PELANGIRAN;743;INTAN MULYA JAYA;Aman
;INDRAGIRI HILIR;;PELANGIRAN;747;TELUK BUNIAN;Aman
;INDRAGIRI HILIR;18;PULAU BURUNG;750;PULAU BURUNG;bahaya
;INDRAGIRI HILIR;;PULAU BURUNG;755;TELUK NIBUNG;Aman
;INDRAGIRI HILIR;;PULAU BURUNG;756;SUNGAI DANAI;Aman
;INDRAGIRI HILIR;;PULAU BURUNG;757;SRI DANAI;Aman
;INDRAGIRI HILIR;;PULAU BURUNG;761;BINANGUN JAYA;Aman
;INDRAGIRI HILIR;;PULAU BURUNG;762;SUKOHARJO JAYA;Aman
;INDRAGIRI HILIR;;TELUK BELENGKONG;765;HIBRIDA MULYA;Aman
;INDRAGIRI HILIR;;TELUK BELENGKONG;766;BERINGIN MULYA;Aman
;INDRAGIRI HILIR;;TELUK BELENGKONG;773;SAPTA MULYA JAYA;Aman
;PELALAWAN;3;BANDAR SEIKIJANG;791;SIMPANG BERINGIN;Aman
;PELALAWAN;;BANDAR SEIKIJANG;792;SEKIJANG;Aman
;PELALAWAN;;BANDAR SEIKIJANG;793;LUBUK OGUNG;Aman
;PELALAWAN;;BANDAR SEIKIJANG;794;MUDA SETIA;Aman
;PELALAWAN;;BANDAR SEIKIJANG;795;KIYAP JAYA;Aman
;PELALAWAN;;PANGKALAN KURAS;800;SOREK SATU;Aman
;PELALAWAN;;PANGKALAN KURAS;801;SOREK DUA;Aman
;PELALAWAN;;PANGKALAN KURAS;812;SIDO MUKTI;Aman
;PELALAWAN;;UKUI;818;UKUI SATU;Aman
;PELALAWAN;;PANGKALAN LESUNG;828;MULIA SUBUR;Aman
;PELALAWAN;;BANDAR PETALANGAN;864;AIR TERJUN;Aman
;PELALAWAN;;KUALA KAMPAR;873;SUNGAI EMAS;Aman
;PELALAWAN;;KERUMUTAN;880;PANGKALAN TAMPOI;Aman
;SIAK;3;KANDIS;908;TELAGA SAM SAM;Aman
;SIAK;;KANDIS;909;SAM SAM;Aman
;SIAK;;KANDIS;910;KANDIS KOTA / DESA SURYA
MINANG;Bahaya
;SIAK;;KERINCI KANAN;931;BUANA BHAKTI;Aman
;SIAK;;KERINCI KANAN;935;JATI MULIA;Aman
;SIAK;;TUALANG;946;PERAWANG/DESA INDAH KASA;Bahaya
;SIAK;7;DAYUN;948;SUKA MULIA;Aman
;SIAK;;MEMPURA;978;SUNGAI MEMPURA;Aman
;SIAK;;MEMPURA;984;TELUK MEREMPAN;Aman
;SIAK;;SUNGAI APIT;986;PARITI/II;Aman
;SIAK;12;BUNGA RAYA;1000;JAYA PURA;Aman
;SIAK;;BUNGA RAYA;1003;BUANTAN LESTARI;Aman
;SIAK;;SABAK AUH;1018;SUNGAI BERBARI;Aman
;KAMPAR;;KAMPAR KIRI HULU;1051;KOTA LAMA;Aman
;KAMPAR;;KAMPAR KIRI HULU;1068;MUARA BIO;Aman
;KAMPAR;;KAMPAR KIRI HULU;1069;SUNGAI SIMPANG DUA;Aman
;KAMPAR;;KAMPAR KIRI HULU;1070;SUNGAI PAGAR;Aman
;KAMPAR;;KAMPAR KIRI HULU;1071;MENTULIK;Aman
;KAMPAR;;KAMPAR KIRI HULU;1072;BANGUN SARI;Aman
;KAMPAR;;KAMPAR KIRI HULU;1073;SUNGAI PETAI;Aman
;KAMPAR;;KAMPAR KIRI HULU;1074;RANTAU KASIH;Aman
;KAMPAR;;KAMPAR KIRI HULU;1075;SUNGAI BUNGA;Aman
;KAMPAR;;KAMPAR KIRI HULU;1076;GADING PERMAI;Aman
;KAMPAR;;XIII KOTO KAMPAR;1108;PONGKAI ISTIQAMAH;Aman
;KAMPAR;;KOTO KAMPAR HULU;1114;SIBIRUANG;Aman
;KAMPAR;;TAPUNG;1132;SEI LEMBU MAKMUR;Aman
;KAMPAR;;TAPUNG;1134;KINANTAN;Aman
;KAMPAR;;TAPUNG;1137;SEI PUTIH;Aman
;KAMPAR;;TAPUNG;1148;PETAPAHAN JAYA;Aman
;KAMPAR;;TAPUNG HULU;1161;SUKA RAMAI;Aman
;KAMPAR;;TAPUNG HILIR;1176;KOTA GARO;Aman
;KAMPAR;;TAPUNG HILIR;1179;KOTO BANGUN;Aman
;KAMPAR;;BANGKINANG;1195;LABOIJAYA;Aman
;KAMPAR;15;KAMPAR TIMUR;1217;PULAU RAMBAI;Aman
;KAMPAR;;KAMPAR TIMUR;1218;KAMPAR;Aman
;KAMPAR;;KAMPAR TIMUR;1219;KOTO PERAMBAHAN;Aman
;KAMPAR;;KAMPAR TIMUR;1220;PULAU BIRANDANG;Aman
;KAMPAR;;KAMPAR TIMUR;1221;SUNGAI PUTIH;Aman
;KAMPAR;;KAMPAR TIMUR;1222;DELI MAKMUR;Aman
;KAMPAR;;KAMPAR TIMUR;1223;SUNGAI TARAP;Aman
;KAMPAR;;KAMPAR TIMUR;1224;TANJUNG BUNGO;Aman
;KAMPAR;;KAMPAR TIMUR;1225;SAWAH BARU;Aman
;KAMPAR;;TAMBANG;1242;AUR SATI;Aman
;KAMPAR;;TAMBANG;1247;RIMBA PANJANG;Bahaya
;KAMPAR;;PERHENTIAN RAJA;1272;HANG TUAH;Aman
;ROKAN HULU;;PENDALIAN IV KOTO;1293;SUNGAI KANDIS;Aman
;ROKAN HULU;;TANDUN;1300;SUNGAI KUNING;Aman
;ROKAN HULU;;KABUN;1306;BENCAH KESUMA;Aman
;ROKAN HULU;;RAMBAH SAMO;1324;SUNGAI SALAK;Aman
;ROKAN HULU;;RAMBAH SAMO;1327;SUNGAI KUNING;Aman
;ROKAN HULU;;RAMBAH;1331;PASIR PENGARAIAN;Aman
;ROKAN HULU;;RAMBAH HILIR;1347;LUBUK KRAPAT;Aman
;ROKAN HULU;;RAMBAH HILIR;1351;SEROMBAU INDAH;Aman
;ROKAN HULU;;TAMBUSAI;1365;TALI KUMAIN;Aman
;ROKAN HULU;;TAMBUSAI;1370;SUKAMAJU;Aman
;ROKAN HULU;12;KEPENUHAN;1385;KEPENUHAN TENGAH;Aman
;ROKAN HULU;;KEPENUHAN;1389;UPT SP III KOTO TENGAH/KEPENUHANMAKMUR;Aman
;ROKAN HULU;;KEPENUHAN;1392;UPT SP IV KOTO TENGAH/KEPENUHANSEJATI;Aman
;ROKAN HULU;;KEPENUHAN;1393;KEPENUHAN SEI MANDIAN;Aman
;BENGKALIS;;MANDAU;1432;SEBANGAR;Aman
;BENGKALIS;;MANDAU;1433;BALAI MAKAM;Aman
;BENGKALIS;;MANDAU;1434;PETANI;Aman
;BENGKALIS;;MANDAU;1436;BUMBUNG;Aman
;BENGKALIS;;MANDAU;1437;KESUMBO AMPAI;Bahaya
;BENGKALIS;;MANDAU;1439;BONCAH MAHANG;Aman
;BENGKALIS;;MANDAU;1440;TAMBUSAI BATANG DUI;Aman
;BENGKALIS;;MANDAU;1441;SIMPANG PADANG;Bahaya
;BENGKALIS;;MANDAU;1442;PEMATANG OBO;Aman
;BENGKALIS;;MANDAU;1443;AIR KULIM;Aman
;BENGKALIS;;MANDAU;1444;BULUH MANIS;Aman
;BENGKALIS;;MANDAU;1445;PAMESI;Aman
;BENGKALIS;;MANDAU;1446;BATHIN SOBANGA;Aman
;BENGKALIS;;PINGGIR;1452;KUALA PENASO;Aman
;BENGKALIS;;PINGGIR;1453;BERINGIN;Aman
;BENGKALIS;;PINGGIR;1454;MELIBUR;Aman
;BENGKALIS;;PINGGIR;1455;SERAI WANGI;Aman
;BENGKALIS;;PINGGIR;1456;TASIK SERAI;Aman
;BENGKALIS;;PINGGIR;1459;TASIK SERAI TIMUR;Aman
;BENGKALIS;;PINGGIR;1460;SUNGAI MERANTI;Aman
;BENGKALIS;;PINGGIR;1463;KOTO PAIT BERINGIN;Aman
;BENGKALIS;;PINGGIR;1464;TASIK SERAI BARAT;Aman
;BENGKALIS;;PINGGIR;1465;TASIK TEBING SERAI;Aman
;BENGKALIS;;BUKIT BATU;1469;SUNGAI PAKNING;Bahaya
;BENGKALIS;;BUKIT BATU;1470;SUNGAI SELARI;Aman
;BENGKALIS;;BUKIT BATU;1474;PARIT I API API;Aman
;BENGKALIS;;BUKIT BATU;1475;TEMIANG;Aman
;BENGKALIS;;BUKIT BATU;1476;API API;Aman
;BENGKALIS;;BUKIT BATU;1477;TENGGAYUN;Aman
;BENGKALIS;;BUKIT BATU;1478;SEPAHAT;Aman
;BENGKALIS;;BUKIT BATU;1479;BUKIT KERIKIL;Aman
;BENGKALIS;;BUKIT BATU;1480;TANJUNG LEBAN;Aman
;BENGKALIS;;SIAK KECIL;1485;SUNGAI SIPUT;Aman
;BENGKALIS;;SIAK KECIL;1488;TANJUNG BELIT;Aman
;BENGKALIS;;SIAK KECIL;1493;SUNGAI LINAU;Aman
;BENGKALIS;;SIAK KECIL;1494;TANJUNG DAMAI;Aman
;BENGKALIS;;SIAK KECIL;1496;SUNGAI NIBUNG;Aman
;BENGKALIS;;SIAK KECIL;1499;TANJUNG DATUK;Aman
